MatchID;Champ Name;win;effectiveHealAndShielding;largestKillingSpree;largestMultiKill;timeCCingOthers;totalDamageDealtToChampions;physicalDamageDealtToChampions;magicDamageDealtToChampions;trueDamageDealtToChampions;totalDamageDealt;physicalDamageDealt;magicDamageDealt;trueDamageDealt;damageDealtToTurrets;damageDealtToObjectives;totalHeal;totalDamageTaken;physicalDamageTaken;magicDamageTaken;trueDamageTaken;damageSelfMitigated;goldSpent;totalMinionsKilled;neutralMinionsKilled;visionScore;wardsPlaced;wardsKilled;visionWardsBoughtInGame;turretKills;inhibitorKills
KR_7395074323;Camille;0;0;0;1;12;6329;4908;522;898;27486;23975;522;2988;0;0;1236;10211;6765;3445;0;7103;3540;79;0;6;4;0;0;0;0
KR_7395074323;LeeSin;0;0;0;1;6;3080;2332;644;104;92668;42318;18131;32218;0;12751;8752;14783;11454;2891;438;9787;4600;5;84;20;10;3;6;0;0
KR_7395074323;Orianna;0;0;0;1;15;11036;1309;9727;0;56753;6106;50646;0;1031;1031;0;10696;5356;4227;1112;5102;4950;110;0;5;5;0;2;0;0
KR_7395074323;Caitlyn;0;0;0;0;3;5845;5533;312;0;44092;42060;312;1720;281;281;1397;7775;5243;2349;182;2888;4700;115;0;11;5;2;0;0;0
KR_7395074323;Lux;0;734.2879638671875;3;2;16;8497;1051;7404;42;25799;5558;16958;3281;208;208;593;5485;3239;1894;350;2388;4900;25;0;23;11;0;5;0;0
KR_7395074323;Jax;1;0;4;1;7;9581;5807;3774;0;75229;52866;18990;3372;13715;13715;433;9509;8384;476;648;5180;7158;141;0;13;6;1;1;4;0
KR_7395074323;Viego;1;0;5;1;13;8248;6879;1161;208;112647;73588;3343;35716;1262;28489;9308;16609;12842;3453;314;7694;6850;14;88;14;2;2;4;0;0
KR_7395074323;Ahri;1;0;0;1;9;7161;1268;4536;1356;46087;7318;25637;13132;572;572;879;12349;2240;10068;40;5283;5200;100;4;7;4;0;0;0;0
KR_7395074323;Ezreal;1;0;0;1;1;5264;4266;950;48;40218;36322;3567;328;0;2244;754;6495;3601;2870;24;2215;4508;98;0;10;6;3;1;0;0
KR_7395074323;Zoe;1;150;0;1;20;5456;1394;3591;470;19901;4020;15021;859;224;622;1006;6328;3633;2676;18;2101;3900;27;0;26;12;4;2;0;0
KR_7394998550;Sion;1;0;3;1;30;20789;12565;7330;893;108493;73967;27003;7522;3875;6125;5080;23355;16336;2417;4600;32612;8300;149;2;7;3;1;0;1;0
KR_7394998550;Warwick;1;0;7;1;25;13245;6290;5584;1369;127673;54014;28596;45062;5393;26361;15454;26678;19395;6620;662;18266;7625;10;90;15;3;1;1;1;1
KR_7394998550;Hwei;1;0;8;2;20;21020;2032;18773;213;92546;6888;84146;1511;5803;5803;651;9228;6393;2590;244;4137;8575;139;4;12;8;1;3;1;0
KR_7394998550;Corki;1;0;0;0;0;7226;5364;959;902;95158;56440;29694;9023;4312;4407;986;6819;4522;2280;16;4594;6633;166;4;17;7;1;2;3;0
KR_7394998550;Karma;1;3052.713134765625;0;1;22;8675;732;7660;282;22624;3831;14119;4673;1754;7678;164;6872;4218;2146;508;3472;5100;18;2;47;20;4;6;0;0
KR_7394998550;Fiora;0;2883.07275390625;3;1;6;14816;9087;571;5157;69181;63452;571;5157;3118;3352;10137;21771;12662;8275;833;14373;7450;109;0;11;7;0;2;1;0
KR_7394998550;LeeSin;0;790.903076171875;4;2;11;9953;8283;1338;332;131715;70700;20910;40103;0;14303;10365;19897;11002;8809;84;16148;8050;3;107;13;5;2;2;0;0
KR_7394998550;Galio;0;713.3934936523438;0;1;30;8745;143;8602;0;75375;5666;69709;0;3347;3401;344;18428;10612;6134;1681;24004;7175;143;0;11;7;0;1;1;0
KR_7394998550;Caitlyn;0;0;0;0;10;9819;9506;159;154;81098;80110;239;748;1290;1527;1329;11343;3475;7758;108;5408;6200;149;0;14;4;5;0;0;0
KR_7394998550;Nautilus;0;177.5380096435547;0;0;41;5659;1296;3978;385;12793;3915;6904;1972;0;421;120;16284;4726;10608;949;17019;4300;24;0;38;14;4;4;0;0
KR_7394834747;Fiora;0;3631.705322265625;7;2;18;42904;25746;4181;12976;323761;281559;5822;36380;16400;17417;36033;71010;22096;44629;4283;70929;26083;307;0;30;13;5;2;3;0
KR_7394834747;Viego;0;0;3;2;22;22153;16263;5047;842;354549;230653;18109;105784;6097;40988;33101;56407;32539;19750;4117;42214;16333;32;213;43;5;11;13;3;0
KR_7394834747;Ahri;0;0;4;2;23;36250;3198;26579;6473;243440;19066;154403;69970;4700;13269;6966;25741;9192;14791;1758;12824;16200;281;2;50;19;9;4;0;1
KR_7394834747;Ashe;0;0;4;3;87;29651;26476;3001;174;269383;227076;4992;37314;4540;18240;4542;25257;8370;15894;992;13466;14800;274;30;63;17;7;2;3;2
KR_7394834747;Braum;0;4733.90673828125;0;1;52;7099;814;6150;134;27750;7350;16031;4369;889;2650;4736;31177;11299;15869;4008;28249;8675;29;0;97;53;7;9;0;0
KR_7394834747;Heimerdinger;1;0;2;2;20;50478;1736;48411;331;391939;15679;360500;15759;12354;46028;2015;36730;25833;4304;6592;23592;18135;322;20;21;10;2;7;4;1
KR_7394834747;MonkeyKing;1;0;2;2;20;23870;18437;2967;2464;287539;158323;27446;101770;1802;27961;21870;51146;34503;13786;2857;51064;12658;26;197;38;4;9;3;1;0
KR_7394834747;Sylas;1;422.79931640625;5;3;34;43800;93;37339;6367;252931;9063;226387;17480;5459;18916;19175;49453;29006;14664;5783;41461;15925;271;8;32;8;4;5;1;1
KR_7394834747;Corki;1;0;3;1;0;38010;25645;7358;5007;355203;208650;103762;42790;5603;30983;11323;31268;18920;8744;3603;20690;15033;285;33;29;13;6;2;2;0
KR_7394834747;Nautilus;1;2442.91162109375;4;1;69;12665;2638;9036;990;61063;17378;31116;12569;363;2263;3178;22979;12621;8594;1763;49903;11050;72;0;115;50;18;10;0;0
KR_7394779697;Gragas;1;0;2;1;37;13407;1592;11787;28;93306;9691;82983;631;1657;8540;7996;15472;11090;4044;338;13736;7400;147;0;22;9;4;2;0;0
KR_7394779697;Viego;1;162.6082305908203;4;1;24;17568;15379;1506;682;169521;113231;6886;49402;0;43087;17606;26925;21649;5056;220;15574;8233;7;126;30;6;7;10;0;0
KR_7394779697;Sylas;1;0;5;2;37;19791;1945;17633;212;79676;12291;63535;3849;4884;4948;4901;23220;11513;11362;344;13605;9550;155;0;26;7;5;6;1;0
KR_7394779697;Kaisa;1;0;3;2;3;19979;14059;5387;532;125093;103773;19407;1913;2056;9902;2213;12366;8769;3025;571;7554;10550;199;8;16;5;4;0;1;0
KR_7394779697;Leona;1;139.23817443847656;0;1;46;8120;2193;4622;1303;13299;4753;5676;2869;49;1362;1331;17490;11709;5601;180;21151;5600;18;0;81;35;12;12;0;0
KR_7394779697;Gnar;0;0;0;1;27;11844;9967;1876;0;135393;113885;7863;13645;7683;9439;1337;13807;7287;6273;246;9890;8308;193;0;15;6;1;3;2;0
KR_7394779697;Skarner;0;0;3;2;35;14989;9746;4415;828;125950;52734;19665;53550;0;4256;9605;32080;17561;13907;611;31871;7925;7;96;24;4;5;3;0;0
KR_7394779697;Orianna;0;1803.3521728515625;2;1;33;17549;1422;16127;0;71736;9057;60178;2500;892;1530;55;13055;5826;6501;727;7830;7210;144;0;19;7;4;2;0;0
KR_7394779697;Jinx;0;0;3;1;20;13563;12967;463;132;90404;89278;953;172;1423;1624;1692;14833;7025;7139;668;6525;8600;159;1;12;6;3;0;1;0
KR_7394779697;Nautilus;0;442.79931640625;0;1;45;6075;1775;3606;693;12207;3928;4139;4139;0;1712;0;19546;10166;8873;505;20632;5450;18;0;64;29;7;12;0;0
KR_7394657491;Gnar;1;0;2;1;34;25645;20829;3711;1104;145130;129861;13063;2205;3284;7067;6279;43254;31598;10585;1070;37304;11433;176;0;24;13;3;4;1;0
KR_7394657491;Viego;1;0;4;2;20;16687;13050;1953;1683;323828;225295;11207;87326;1798;49404;25552;44625;32827;11509;287;32567;11900;47;203;43;6;7;8;2;1
KR_7394657491;Orianna;1;2679.1572265625;4;2;26;34937;2084;32169;683;217631;13239;201583;2808;14209;20342;3028;25616;13907;10374;1334;24107;15975;254;8;29;9;6;1;3;0
KR_7394657491;Jhin;1;0;5;1;24;21500;19988;1023;488;245354;234847;6553;3953;5462;23324;5223;16468;12517;3696;254;9779;13950;300;8;30;15;4;2;3;0
KR_7394657491;Karma;1;6426.05224609375;0;1;16;10813;1074;6384;3354;44433;7570;28947;7914;714;3307;5055;17524;12841;4255;428;13499;8000;48;0;112;52;12;16;0;0
KR_7394657491;Jayce;0;0;3;2;20;38307;32919;5100;288;215475;188235;26280;959;9503;11703;3666;30102;20533;7932;1637;29304;15330;224;20;33;8;5;2;2;0
KR_7394657491;Vi;0;0;4;1;32;22018;21064;0;954;289657;216521;0;73136;0;25628;15677;35125;20447;12537;2141;57144;13925;28;182;23;4;2;3;0;0
KR_7394657491;Leblanc;0;0;0;1;23;26805;1753;23909;1142;157299;15381;140030;1886;2362;3004;3000;30777;16512;12828;1436;14877;11725;234;0;32;6;9;3;2;0
KR_7394657491;Ashe;0;0;0;1;41;15446;12775;2343;328;183694;160179;3093;20421;0;11218;4491;18536;9708;8009;818;13926;11600;289;0;40;9;11;0;0;0
KR_7394657491;Rell;0;416.4083251953125;0;0;23;5097;353;4081;663;17144;3902;8256;4985;0;955;2173;19417;11645;6490;1280;32903;7875;41;0;107;45;10;17;0;0
KR_7394613666;Gragas;1;0;7;1;29;12577;1833;10383;360;72641;8400;61497;2743;5225;5225;3101;12208;9117;2304;787;7289;8425;119;0;10;4;0;1;2;0
KR_7394613666;Nocturne;1;0;5;2;72;8777;7833;589;354;128856;88396;2075;38385;331;30176;11833;17059;13865;3030;163;9443;5550;3;98;11;4;0;2;0;0
KR_7394613666;Orianna;1;143.3000030517578;0;1;13;8710;739;7880;90;56019;8109;46609;1299;1895;1895;0;8987;3015;5914;58;4978;5325;116;0;7;6;0;1;0;0
KR_7394613666;Nilah;1;567.2909545898438;2;1;5;7655;7436;0;218;53827;52757;0;1070;2908;2908;2066;7187;4927;1576;684;4870;5500;128;0;5;3;0;0;0;0
KR_7394613666;Rakan;1;1703.65185546875;0;1;14;3858;1094;2403;360;11250;3543;3606;4100;565;565;1475;8163;3981;3774;407;6671;4350;24;0;31;17;4;4;1;0
KR_7394613666;Yone;0;0;0;0;9;6534;4665;1372;496;61189;50081;8972;2136;1118;1118;526;11219;5096;6118;4;8229;4000;101;8;7;4;0;0;0;0
KR_7394613666;RekSai;0;0;0;0;8;2358;1893;326;138;87289;45752;8770;32765;0;6495;11536;16725;12567;3813;344;7838;3875;7;85;10;2;1;1;0;0
KR_7394613666;Hwei;0;83.87499237060547;0;1;8;6826;638;6141;45;49733;9795;39315;623;0;0;0;9876;2102;7684;90;3737;5175;119;0;9;4;2;1;0;0
KR_7394613666;Corki;0;234.40005493164062;3;2;0;11895;7132;3476;1287;53247;28083;21288;3875;0;0;1799;9799;5962;3331;505;4456;5983;131;0;7;4;2;0;0;0
KR_7394613666;Karma;0;457.6702575683594;0;0;15;4070;567;3370;133;11096;1700;8117;1279;113;113;0;8813;6200;2174;438;4365;3225;14;0;22;12;2;1;0;0
KR_7394569793;Vladimir;1;0;6;1;4;16019;2192;13110;716;78764;10159;67168;1436;3390;3390;15431;17549;13739;3710;100;7995;5400;129;0;3;3;0;0;1;0
KR_7394569793;Karthus;1;0;4;3;10;16993;531;15500;961;132021;3281;99263;29477;0;9224;7253;17145;13457;3097;589;6652;8750;7;106;11;3;0;2;0;0
KR_7394569793;Jayce;1;0;2;1;7;10258;8400;1634;224;63811;50833;5039;7938;3909;3909;262;11607;5884;5310;412;5144;5975;101;0;18;6;3;3;1;0
KR_7394569793;Smolder;1;0;2;1;4;13360;12148;1176;36;67689;63351;3635;702;2723;2723;2312;9846;6466;3194;185;4522;7750;120;0;8;5;0;0;1;0
KR_7394569793;Nautilus;1;0;2;1;36;5836;2087;3434;314;12466;4370;5572;2523;0;0;0;9837;6614;2873;349;9316;4375;13;0;26;11;3;3;0;0
KR_7394569793;Ambessa;0;0;0;1;5;12033;11172;761;100;38950;38089;761;100;0;0;1469;19388;4383;14181;823;10591;4775;76;0;6;4;0;0;0;0
KR_7394569793;Graves;0;0;0;0;13;8278;7286;383;609;80384;56065;1193;23126;0;6269;6183;14169;8732;4832;604;6175;4675;7;67;11;3;1;1;0;0
KR_7394569793;Hwei;0;0;4;3;14;12404;1446;10762;195;60795;7187;44654;8954;661;661;0;10686;4289;6262;134;3425;7225;100;0;11;5;2;1;0;0
KR_7394569793;Zeri;0;0;2;2;1;8709;6437;2204;68;51484;32037;8330;11115;1063;1063;1090;13554;8986;4466;101;5770;6150;94;0;3;4;0;0;0;0
KR_7394569793;Zilean;0;1819.15283203125;0;1;37;4847;1827;2636;383;10712;3524;5947;1240;96;96;4941;13826;7749;5769;307;4474;4825;17;0;32;13;3;1;0;0
KR_7394515855;Aatrox;1;0;2;1;10;8471;7297;1174;0;63315;51444;3623;8248;3836;6819;3932;9698;7434;1046;1217;5481;6150;113;4;7;4;1;1;1;0
KR_7394515855;Nidalee;1;524.0736083984375;2;2;4;8175;1303;6158;713;138944;14314;80178;44451;3556;33954;14007;17615;13666;3054;894;8454;5700;10;105;20;4;1;2;1;0
KR_7394515855;Tristana;1;0;4;1;4;7339;6171;1137;30;70657;56510;11722;2425;3775;3775;1837;6506;2283;4222;0;3183;6625;123;4;10;5;1;1;1;0
KR_7394515855;Corki;1;164;3;2;0;10365;6495;2922;947;80836;44199;28925;7712;6026;6026;1601;8986;8192;519;274;4338;8183;148;0;5;5;0;0;2;0
KR_7394515855;Rell;1;0;2;2;21;4141;934;2895;311;12164;3092;6316;2755;772;2175;0;4024;3813;191;20;4762;5000;16;2;30;12;4;4;0;0
KR_7394515855;Camille;0;0;0;0;13;7733;5012;742;1977;36669;30508;742;5418;257;257;1662;9134;6365;2474;294;7430;4283;100;0;7;5;0;0;0;0
KR_7394515855;Skarner;0;0;0;0;11;3432;2097;1126;208;90380;40390;13380;36609;0;0;6535;18389;11131;6651;606;12673;3575;2;83;4;1;0;1;0;0
KR_7394515855;Orianna;0;335.32647705078125;0;1;10;4918;563;4354;0;54115;9003;45111;0;0;0;217;6488;5125;1333;30;3653;4175;131;0;9;6;1;2;0;0
KR_7394515855;Xayah;0;0;0;1;10;8327;8327;0;0;37982;36382;0;1600;0;0;300;10119;6304;2936;878;3758;4350;95;0;4;4;1;0;0;0
KR_7394515855;Rakan;0;854.2570190429688;0;0;10;2006;564;1221;220;8598;2682;3483;2432;0;0;886;6593;4168;2231;192;4020;3100;22;1;10;10;0;2;0;0
KR_7394459070;Urgot;0;0;0;1;13;12123;11448;0;674;92297;87388;0;4908;813;2822;2110;17223;8882;8115;225;13189;7350;191;0;12;7;0;0;1;0
KR_7394459070;LeeSin;0;478.0576171875;0;1;9;7379;5865;1434;80;172831;75087;32371;65372;668;8875;9807;20496;16141;3484;869;22075;7625;15;128;26;9;7;3;0;0
KR_7394459070;Azir;0;0;0;1;7;11542;784;10147;610;93739;7668;85300;769;880;880;318;16713;6180;10236;295;9663;8100;182;0;20;8;6;2;0;0
KR_7394459070;Jhin;0;0;3;1;20;11929;10444;226;1258;105651;100643;1568;3438;2547;2547;748;10568;7430;2815;323;4324;9275;189;0;15;9;3;2;1;0
KR_7394459070;Rell;0;292.0376892089844;0;0;39;6377;1649;3909;817;16434;5439;7191;3803;782;782;862;17157;12266;4692;198;22683;5075;25;0;62;30;6;3;0;0
KR_7394459070;Zac;1;0;4;1;26;9157;871;7350;935;78054;8386;66494;3173;1156;1156;25132;17821;11539;3402;2880;14867;8200;146;0;11;5;0;2;0;0
KR_7394459070;Viego;1;0;3;1;15;11687;10173;1093;421;218228;151123;5890;61212;0;45864;23173;28869;23009;5387;472;16943;8825;18;156;25;4;4;7;0;0
KR_7394459070;Orianna;1;759.0756225585938;5;2;19;20447;1790;18656;0;126585;11048;114967;570;9494;14081;2948;14594;8013;6073;506;10108;11000;169;4;20;9;2;4;3;0
KR_7394459070;Ashe;1;0;2;2;32;12580;11675;852;52;114089;106306;1852;5930;1682;17201;2134;12083;9078;2625;380;6630;7500;188;4;20;6;4;2;1;0
KR_7394459070;Pyke;1;0;6;1;27;10210;8771;0;1438;27168;21166;0;6001;1173;7344;4099;11791;8727;2926;138;7888;7350;25;0;75;37;7;6;2;0
KR_7394389081;Ambessa;1;0;0;1;22;39652;36680;1886;1085;162014;153411;1886;6715;4269;4381;7093;46909;29495;15145;2268;55833;11025;188;8;18;9;2;1;0;0
KR_7394389081;Nidalee;1;4295.62939453125;6;2;12;57134;2621;49464;5047;315598;19169;236604;59824;9628;50891;27118;40167;27803;10198;2165;29868;17000;44;164;38;6;10;4;5;0
KR_7394389081;Vex;1;0;0;1;40;25848;2847;22514;486;143310;13252;128721;1336;2144;7585;1779;26825;16053;9563;1208;16749;10375;182;2;18;13;1;3;0;1
KR_7394389081;Ashe;1;0;3;2;43;27294;22614;1826;2853;160044;135711;3092;21240;3403;15415;1424;20704;14297;5079;1327;9533;11900;191;1;24;10;5;0;1;0
KR_7394389081;Seraphine;1;9958.412109375;2;1;35;10914;1247;9338;327;30254;4154;22903;3196;1385;5514;7930;16167;10375;4787;1004;7033;7600;16;0;79;41;3;12;1;0
KR_7394389081;Renekton;0;0;3;1;26;19884;16263;3621;0;134425;123200;9749;1476;4868;8863;8519;48339;24581;22202;1555;27020;10425;179;9;13;6;1;2;1;0
KR_7394389081;Graves;0;0;8;4;26;29250;26397;912;1940;243048;199247;1854;41945;2347;32807;9107;29701;17126;11532;1042;16779;13825;54;134;23;5;5;3;1;0
KR_7394389081;Zac;0;0;5;1;40;24681;1431;21771;1478;121411;7142;111522;2746;1985;3679;45506;55351;27115;22967;5267;28238;12630;170;0;20;7;3;6;1;0
KR_7394389081;Corki;0;0;5;2;3;34921;21909;9111;3900;214247;121067;76961;16217;2174;4799;3496;27884;13117;14095;672;12145;15183;237;20;17;8;6;0;1;0
KR_7394389081;Blitzcrank;0;2695.052490234375;0;1;38;8321;1857;5795;668;14659;3816;7713;3129;905;1253;698;26268;9870;15015;1382;24563;7375;22;2;78;35;9;11;0;0
KR_7394315146;TahmKench;1;79.6263198852539;2;1;21;8267;1586;6371;310;78963;24700;51744;2518;4007;11226;5370;14292;9933;2413;1945;12264;8925;170;0;26;7;6;5;2;0
KR_7394315146;Graves;1;0;5;2;22;19672;15681;489;3500;282231;220814;1343;60074;3997;42186;11119;17763;10941;6490;331;10302;11225;55;175;35;5;11;5;1;0
KR_7394315146;Hwei;1;1943.3272705078125;0;1;20;20232;1687;18545;0;134889;13329;116421;5138;4757;6951;1581;13448;5293;6878;1277;8484;10275;210;3;17;8;1;1;2;0
KR_7394315146;Corki;1;0;10;2;1;27265;17769;5043;4453;164010;97187;49590;17232;7765;17455;3245;14947;8329;5232;1385;9600;12183;207;8;18;8;6;0;1;0
KR_7394315146;Rakan;1;3926.65576171875;0;1;19;4174;1508;2618;48;12605;3524;4862;4218;3698;3727;4399;16387;9525;5420;1441;14835;7475;25;0;97;53;10;9;1;0
KR_7394315146;Camille;0;0;2;1;16;12136;7839;1040;3256;96062;78556;1040;16464;2143;4138;2982;21164;12722;7604;837;13708;11851;164;10;23;8;6;1;1;0
KR_7394315146;Zac;0;0;0;1;28;7864;579;6616;669;195132;19954;117914;57262;201;22752;48369;39221;24313;10647;4260;24601;8025;33;140;24;4;5;3;0;0
KR_7394315146;Akali;0;0;3;1;2;11939;1537;9915;485;102590;11111;90374;1103;1244;1244;630;22007;12698;8202;1106;8467;8925;177;0;26;6;6;3;1;0
KR_7394315146;Ezreal;0;0;0;1;4;17220;10551;6173;496;170277;150621;17047;2609;1294;3745;5201;15189;11007;3393;787;8118;10203;269;8;11;4;5;2;0;0
KR_7394315146;Pyke;0;0;2;1;22;8798;7155;0;1643;17129;13332;0;3797;341;720;2176;15528;8673;5365;1488;8001;7000;29;0;102;55;17;8;0;0
KR_7393878520;Ambessa;0;0;2;1;12;19203;17876;364;961;120439;119112;364;961;2479;6998;4507;33791;20171;11542;2077;31466;8500;170;0;15;9;0;2;1;0
KR_7393878520;RekSai;0;0;2;1;38;17291;12436;2810;2045;175409;99229;13423;62755;0;4657;21092;43955;20828;19663;3463;23460;11375;17;124;35;6;7;5;0;0
KR_7393878520;Taliyah;0;0;2;1;42;39057;2300;36757;0;191923;14022;177901;0;1213;3237;2718;27013;15141;9680;2191;18710;12825;236;8;28;10;3;3;1;0
KR_7393878520;Zeri;0;712;2;2;6;17865;11597;6153;114;141038;77425;41574;22037;382;382;6417;21784;8542;11427;1815;8720;9700;221;0;21;4;10;0;0;0
KR_7393878520;Lulu;0;8926.85546875;3;1;50;10538;1926;7563;1047;19733;4224;13803;1706;130;443;6804;24179;11724;9976;2478;12742;8100;20;0;94;48;11;12;0;0
KR_7393878520;Aurora;1;0;4;2;12;32372;3365;28914;93;136846;16697;118416;1732;8798;13465;10229;35029;21163;12573;1292;17430;12050;169;0;26;12;2;2;4;1
KR_7393878520;LeeSin;1;1215.170166015625;6;2;24;22122;19238;2246;637;280882;151453;49700;79728;1352;60451;25723;37780;21521;15451;808;51598;14250;29;176;34;13;4;6;2;1
KR_7393878520;Zed;1;0;3;2;9;24094;22444;973;676;139342;127233;10355;1753;2026;12832;2180;22495;11586;9915;992;14272;11775;172;12;19;13;3;3;0;0
KR_7393878520;Velkoz;1;0;7;2;31;36801;325;28346;8128;175378;12240;137453;25684;5999;15701;1329;14828;7467;7090;270;6543;12750;232;0;22;2;9;0;3;0
KR_7393878520;Camille;1;0;0;1;25;14272;11450;330;2490;35446;26134;330;8981;5770;8708;4130;25695;12505;12385;805;19758;8700;27;0;73;41;7;12;0;0
KR_7393867220;Garen;0;0;4;1;25;16851;11580;0;5270;95730;89175;0;6554;3483;3550;2288;25581;17227;7367;986;33480;11150;165;4;20;11;1;2;1;0
KR_7393867220;Rengar;0;0;3;1;20;19108;16763;1778;566;179893;93928;24600;61364;0;17589;19472;40016;26531;11982;1501;25491;9025;16;127;23;4;4;1;0;0
KR_7393867220;Hwei;0;671.8082275390625;4;2;24;22367;1309;21058;0;99924;8855;89237;1831;4870;9432;2114;20905;14976;4953;975;15279;11375;157;4;28;10;5;6;1;0
KR_7393867220;Twitch;0;0;2;2;7;16780;13729;45;3005;75288;69441;45;5801;859;1040;1713;18794;13557;4659;577;8632;9200;155;0;16;7;6;0;0;0
KR_7393867220;Leona;0;1549.671630859375;0;1;63;11392;3579;6088;1724;17475;5066;8276;4132;0;148;2687;23970;16524;6502;943;34639;7425;25;0;85;41;10;12;0;0
KR_7393867220;Volibear;1;0;2;2;32;23684;8595;14901;187;141710;36810;97702;7197;7135;13981;5246;26134;17889;4321;3923;28203;11550;172;8;19;11;4;4;2;0
KR_7393867220;Skarner;1;0;3;1;56;22055;14852;6480;722;194923;87541;28465;78917;180;32254;20627;41898;28337;9785;3776;45912;9550;15;138;35;8;7;6;1;0
KR_7393867220;Akshan;1;0;5;2;4;29271;24236;2223;2811;107310;96619;6356;4335;863;13416;4001;20859;12660;7442;756;10653;12550;115;12;30;8;11;0;0;0
KR_7393867220;Jinx;1;0;2;1;24;22521;21542;429;550;201329;195731;499;5099;6238;17174;2769;15217;9244;5279;693;7231;12300;213;24;14;8;3;2;2;0
KR_7393867220;Maokai;1;2275.82958984375;0;1;75;11784;1483;9587;714;18337;3080;13684;1573;431;782;5595;23844;15736;6689;1418;23132;7035;16;2;76;32;10;11;0;0
KR_7393851804;Gangplank;1;0;2;1;7;7727;5910;1057;759;65322;59732;1626;3964;3648;4017;1710;12258;3824;8343;90;5066;6058;105;0;9;5;0;0;1;0
KR_7393851804;Ekko;1;0;5;2;16;6087;1152;4360;574;97068;12272;51209;33586;0;24492;7486;12930;9152;3622;155;6916;5200;6;76;13;4;2;2;0;0
KR_7393851804;Tristana;1;0;4;2;4;9242;7899;1343;0;57519;44937;11910;672;3534;3534;2568;10730;4633;6062;35;4126;5850;131;0;20;7;4;2;0;0
KR_7393851804;Ashe;1;0;0;1;25;5681;5216;465;0;43898;42628;542;728;3327;3585;330;5025;2586;2359;80;2492;5700;120;0;5;4;0;1;2;0
KR_7393851804;Neeko;1;0;3;1;26;8218;815;6946;456;15007;1979;12085;942;163;163;13;5562;2732;2682;147;1619;4225;17;0;37;16;8;3;0;0
KR_7393851804;Cassiopeia;0;0;2;1;9;12902;863;12038;0;33270;4504;28766;0;254;308;473;13040;9084;3397;558;4989;4400;73;0;9;5;1;2;0;0
KR_7393851804;LeeSin;0;350;0;0;9;4670;3546;984;140;79572;39062;13793;26716;0;5294;7819;14023;8672;4770;579;9447;3775;6;77;21;9;4;5;0;0
KR_7393851804;AurelionSol;0;0;0;1;3;5615;94;5520;0;51570;4870;42442;4256;0;0;0;7889;6411;1337;140;3186;4425;131;0;10;5;0;1;0;0
KR_7393851804;Corki;0;0;0;0;0;3957;2087;1501;368;39342;20647;16544;2150;0;0;529;8630;4415;3930;284;2946;3450;100;0;5;4;0;0;0;0
KR_7393851804;Rakan;0;3026.865478515625;0;1;5;2653;906;1746;0;13683;3289;3708;6685;0;502;2810;5350;3146;1975;227;4733;3600;25;0;32;15;5;4;0;0
KR_7393834118;Rengar;0;0;0;1;29;15772;13769;1740;262;105800;81602;9192;15006;2514;2619;9472;25844;20304;4123;1416;19022;9450;149;4;21;6;2;3;1;0
KR_7393834118;Skarner;0;0;0;1;42;10976;7044;3637;294;200206;91074;28463;80667;229;32443;13118;40867;30826;8349;1691;48626;7250;11;137;33;7;5;5;0;0
KR_7393834118;Akali;0;0;7;3;4;22796;1141;20519;1135;134471;12705;112423;9342;1761;1932;2384;15315;11262;2529;1523;9099;10475;209;0;27;8;2;7;0;0
KR_7393834118;Jhin;0;0;4;2;32;22673;22147;298;228;152923;150083;2136;704;1229;10553;3317;16027;12418;2820;788;8268;10750;215;8;17;6;4;0;1;0
KR_7393834118;Alistar;0;4038.024169921875;0;0;63;8037;657;6450;929;20934;3801;12722;4411;21;1507;9761;28457;17833;8334;2289;39559;6175;32;0;54;22;8;5;0;0
KR_7393834118;KSante;1;1120.5328369140625;5;1;42;22499;19278;2689;531;141232;129351;2689;9191;7856;11502;8773;27019;19811;6822;385;41743;11535;204;0;19;8;2;3;4;0
KR_7393834118;Ekko;1;0;3;1;17;13587;1855;9522;2209;230007;25949;122109;81946;4803;32329;17003;30776;22464;7833;478;19514;9625;23;154;24;9;2;7;3;1
KR_7393834118;Yone;1;0;6;2;31;30492;22498;4854;3140;138080;114514;16450;7115;2209;7860;6342;22608;13288;8631;688;21846;9500;174;5;11;2;3;0;1;1
KR_7393834118;Jinx;1;0;0;1;16;20225;19232;475;517;134481;129881;615;3984;5221;8337;3632;18480;11851;6071;556;9885;9125;207;11;17;8;5;0;1;0
KR_7393834118;Leona;1;709.6947021484375;0;1;54;10429;2706;6411;1312;22319;6718;9783;5817;892;1696;885;18275;10808;6726;740;20263;6075;33;0;80;36;9;8;0;0
KR_7393779687;Gragas;0;0;0;1;34;11734;1583;10150;0;95844;11438;83326;1080;3007;5312;5675;24685;16659;6692;1334;19600;7800;134;0;14;10;0;2;0;0
KR_7393779687;JarvanIV;0;0;3;2;30;15358;13432;1327;598;168667;92846;9433;66387;1602;23443;10922;29496;22369;5876;1249;47291;10500;9;124;32;9;3;8;2;1
KR_7393779687;Aurora;0;0;2;1;9;21169;1785;18241;1142;134348;11735;115316;7297;9175;9175;2284;18824;12501;5164;1157;9450;11325;184;0;25;11;2;5;3;0
KR_7393779687;Jinx;0;0;4;2;21;17964;17102;612;250;119806;112921;1245;5638;5425;11831;2859;20962;9806;8855;2300;10956;10950;179;0;12;7;3;2;0;0
